# idx otype sptprice strike rate volatility otime price
61 1 71.769943269503244 86.234943088679046 0.021620437272463267 0.76639351756649954 2.4531996520335544 39.859506004983629
62 0 88.595424318072844 134.295100169661 0.075175489486518365 0.62245557998357337 2.5325909041841266 48.241626403534859
63 0 117.62387070699597 110.16952322693986 0.009775974507142236 0.20881029257701905 2.7035658157055851 10.704538065045959
64 0 106.36597375872233 90.14210558434209 0.072373919880853441 0.77482978845728312 0.48625975841385638 12.286386454334853
65 0 128.10450676306664 123.41008627780624 0.086343221358676947 0.59181072563393977 0.47794069180920695 15.500268730320798
66 1 115.99604878067237 91.960588608566383 0.092372281622136426 0.22336940861953097 2.3290133935070605 2.0897754996171809
67 1 104.74887778822469 111.45325848404663 0.085325930467797184 0.41651641983119653 2.7054408450339809 18.513157187180507
68 1 137.52345045198288 71.944408276924889 0.08610718180132787 0.05241408749983064 0.48685858110817776 0
69 0 105.97550433722181 109.81434932909427 0.023282833271174544 0.55480487385073507 0.062451284367247117 7.9776736364450613
70 0 50.343084795770864 49.366557846765424 0.088202379239555984 0.18173260532105545 1.1650168699554739 1.503313073543902
71 1 52.875330660081069 137.996609257795 0.084182441627110693 0.32701522650546005 0.10965618129809285 83.847414636876721
72 1 100.45255335752687 65.809371458499186 0.029683401926913384 0.56286618216449913 1.4081937124100496 10.049511863383838
73 1 138.14587399786694 109.37465726683607 0.09552663751139133 0.32366854876565737 0.47271008111887569 1.3406169527205982
74 0 129.72914482762476 95.977964715020349 0.097390480380755054 0.31304740696657363 0.27827283870722702 0.25234098606890321
75 1 118.74381170065327 81.007608757303686 0.046591384428342007 0.11185148663039408 0.82574325482928979 5.8152754437849116e-05
76 1 109.60657460592793 150.18738675237648 0.027318407864655066 0.26956380301230565 2.593924632713267 39.824715117154241
77 0 75.935057417597449 84.581954885155781 0.027439407165239328 0.77376311788177432 0.96067349657447842 26.739665395445186
78 1 117.05642823377927 106.35073140705573 0.02521526956517078 0.12156421814290005 1.2719683669995501 1.4191629957387839
79 1 85.624698719986498 80.146944049433145 0.024109073107364938 0.43676777358067237 0.76555773382977677 9.2770149722401882
80 0 152.5666238830579 116.20088164085007 0.037053666451933698 0.1053274465423646 1.3052767238960212 0.02957070330414624
81 0 58.900123746803651 96.783086427875645 0.070117442989758569 0.33716344949882537 2.2102315264877395 28.150017751264649
82 1 83.818137021206326 129.42049683603602 0.098417894977755577 0.49635199252830831 0.62554338571455925 41.253055711997206
83 1 171.66670196316403 64.176794722146951 0.085834776508628599 0.35949393786779521 2.8867929594007911 0.70922146343967762
84 0 85.064730832831629 89.533478053936548 0.094224896848954007 0.78530822580500892 1.7790526923805909 27.624171851360604
85 0 99.53800278892983 117.2496714534136 0.061339013571915346 0.20847701721214418 0.54711390982225727 15.658690207408512
86 0 104.7701444301548 118.26142978312205 0.059810889394989714 0.22618361315439472 0.58552872593382643 13.173176074912917
87 1 115.40124238818819 117.76786652071928 0.029878365095726958 0.53860366128952519 0.1795590120049855 11.45424819137834
88 1 143.84730156282205 108.361059574699 0.070346786065913672 0.39015425655883923 2.3748037991755657 11.479878046623096
89 1 116.06430172201698 100.76714278477475 0.098344085115390403 0.15271132498189915 1.863772252944693 0.52657394404736735
90 1 67.867029276849038 94.122280217544315 0.059525113384442011 0.6247917947431112 2.6740666531711947 35.485573283961564
91 0 149.01311468070267 126.50880325816067 0.033563580586324408 0.52529286015169274 2.7353520736667414 29.400342140213084
92 0 53.951424962362807 102.22429114742312 0.059415213126317659 0.35760962744147878 0.50474840151061617 45.290029173227566
93 1 70.57461630239915 117.13829979214171 0.081595374640366536 0.55608348574530919 2.1846919452076214 41.190603041065543
94 1 34.736454612826108 76.500063261785272 0.084151006986625282 0.3808781916328739 0.97941622717015908 35.809442629757818
95 0 141.10387015966882 111.61826450623043 0.059617352072929654 0.59281476685606194 1.0134627633911533 14.184183018074059
96 1 96.446731603007478 55.955826689167623 0.096248873024191509 0.31774572181214578 2.6841878427188135 1.3466228629805475
97 1 106.64466104155251 120.18598547869712 0.028936777524312438 0.38239084363788595 1.8616299200369002 26.487610425396682
98 1 119.97286225500567 116.01719973614286 0.060440161473418422 0.19110370858003856 1.1268227199425154 4.5563292312664885
99 1 82.605270633443325 77.564761934345043 0.025406318015265897 0.50376993215171928 1.6185264530834576 15.906513160721122
