Synthetic graph: N=100000, ~in-degree=10, M=1000000
Time: 0.228042 seconds
pr(96) = 0.000009650994
pr(97) = 0.000009660537
pr(98) = 0.000009867048
pr(99) = 0.000009444476
pr(100) = 0.000009657991
pr(101) = 0.000010185216
pr(102) = 0.000011494299
pr(103) = 0.000010231214
pr(104) = 0.000010979719
pr(105) = 0.000010313898
pr(106) = 0.000011807411
pr(107) = 0.000010100142
pr(108) = 0.000009747886
pr(109) = 0.000009467878
pr(110) = 0.000008833133
pr(111) = 0.000010256242
pr(112) = 0.000010786431
pr(113) = 0.000009809553
pr(114) = 0.000009257001
pr(115) = 0.000010383270
pr(116) = 0.000010207722
pr(117) = 0.000008514229
pr(118) = 0.000008815968
pr(119) = 0.000011749599
pr(120) = 0.000008494744
pr(121) = 0.000009324169
pr(122) = 0.000010095052
pr(123) = 0.000010358039
pr(124) = 0.000009804570
pr(125) = 0.000010733909
pr(126) = 0.000010000945
pr(127) = 0.000008889090
pr(128) = 0.000008789250
pr(129) = 0.000010878352
pr(130) = 0.000008846854
pr(131) = 0.000010802938
pr(132) = 0.000009029552
pr(133) = 0.000008447073
pr(134) = 0.000010485267
pr(135) = 0.000009993982
pr(136) = 0.000009929035
pr(137) = 0.000009864627
pr(138) = 0.000009816929
pr(139) = 0.000010459883
pr(140) = 0.000009142813
pr(141) = 0.000009824995
pr(142) = 0.000010934618
pr(143) = 0.000010189983
pr(144) = 0.000009936701
pr(145) = 0.000010962338
pr(146) = 0.000008935665
pr(147) = 0.000009815789
pr(148) = 0.000010259488
pr(149) = 0.000010682136
pr(150) = 0.000009499031
pr(151) = 0.000012151526
pr(152) = 0.000009014933
pr(153) = 0.000009933292
pr(154) = 0.000008383577
pr(155) = 0.000012151504
pr(156) = 0.000010794454
pr(157) = 0.000011569034
pr(158) = 0.000009284673
pr(159) = 0.000010168242
pr(160) = 0.000008443245
pr(161) = 0.000010721006
pr(162) = 0.000010285654
pr(163) = 0.000009644393
pr(164) = 0.000011004639
pr(165) = 0.000009113312
pr(166) = 0.000008675211
pr(167) = 0.000009704665
pr(168) = 0.000010792280
pr(169) = 0.000010157554
pr(170) = 0.000009083613
pr(171) = 0.000009462844
pr(172) = 0.000010525900
pr(173) = 0.000009021327
pr(174) = 0.000011019096
pr(175) = 0.000010892421
pr(176) = 0.000011650218
pr(177) = 0.000011660390
pr(178) = 0.000010775687
pr(179) = 0.000011032619
pr(180) = 0.000011749380
pr(181) = 0.000009789165
pr(182) = 0.000009430831
pr(183) = 0.000009475354
pr(184) = 0.000010833334
pr(185) = 0.000009730484
pr(186) = 0.000009945503
pr(187) = 0.000010203133
pr(188) = 0.000009103360
pr(189) = 0.000009528817
pr(190) = 0.000009260755
pr(191) = 0.000010134216
pr(192) = 0.000009142181
pr(193) = 0.000009526290
pr(194) = 0.000009813412
pr(195) = 0.000010496780
pr(196) = 0.000009715597
pr(197) = 0.000009589390
pr(198) = 0.000009684362
pr(199) = 0.000010313068
pr(200) = 0.000012650750
pr(201) = 0.000009802499
pr(202) = 0.000010207499
pr(203) = 0.000010590176
pr(204) = 0.000008939154
pr(205) = 0.000009545609
pr(206) = 0.000011843347
pr(207) = 0.000010029556
pr(208) = 0.000008866178
pr(209) = 0.000010217493
pr(210) = 0.000009269306
pr(211) = 0.000009184188
pr(212) = 0.000009752661
pr(213) = 0.000010374235
pr(214) = 0.000009401433
pr(215) = 0.000011877859
pr(216) = 0.000011149990
pr(217) = 0.000008309140
pr(218) = 0.000010137278
pr(219) = 0.000011159266
pr(220) = 0.000008629897
pr(221) = 0.000010606245
pr(222) = 0.000010495945
pr(223) = 0.000009047122
pr(224) = 0.000011532819
pr(225) = 0.000009959674
pr(226) = 0.000010263627
pr(227) = 0.000010684657
pr(228) = 0.000009078410
pr(229) = 0.000010240909
pr(230) = 0.000008900369
pr(231) = 0.000009239048
pr(232) = 0.000011321127
pr(233) = 0.000010875442
pr(234) = 0.000010060070
pr(235) = 0.000009269885
pr(236) = 0.000010885843
pr(237) = 0.000010733390
pr(238) = 0.000010376933
pr(239) = 0.000009162227
pr(240) = 0.000010678976
pr(241) = 0.000009641566
pr(242) = 0.000010003335
pr(243) = 0.000009094919
pr(244) = 0.000010166354
pr(245) = 0.000010192789
pr(246) = 0.000011204747
pr(247) = 0.000009189113
pr(248) = 0.000008468511
pr(249) = 0.000009312275
pr(250) = 0.000008251511
pr(251) = 0.000011582304
pr(252) = 0.000009028542
pr(253) = 0.000009156359
pr(254) = 0.000010118881
pr(255) = 0.000010595878
pr(256) = 0.000009745627
pr(257) = 0.000008864208
pr(258) = 0.000009515389
pr(259) = 0.000011653697
pr(260) = 0.000009497471
pr(261) = 0.000010852015
pr(262) = 0.000009289429
pr(263) = 0.000010949473
pr(264) = 0.000009778243
pr(265) = 0.000010095626
pr(266) = 0.000010426990
pr(267) = 0.000013108755
pr(268) = 0.000009719308
pr(269) = 0.000009725704
pr(270) = 0.000010097982
pr(271) = 0.000010312313
pr(272) = 0.000012203570
pr(273) = 0.000008572783
pr(274) = 0.000009261408
pr(275) = 0.000009580997
pr(276) = 0.000009619196
pr(277) = 0.000009031583
pr(278) = 0.000009441951
pr(279) = 0.000009861579
pr(280) = 0.000009721338
pr(281) = 0.000011028657
pr(282) = 0.000011424519
pr(283) = 0.000009831388
pr(284) = 0.000011040787
pr(285) = 0.000010956834
pr(286) = 0.000011673425
pr(287) = 0.000009603770
pr(288) = 0.000009590891
pr(289) = 0.000008961254
pr(290) = 0.000009459289
pr(291) = 0.000010504428
pr(292) = 0.000009663719
pr(293) = 0.000009271998
pr(294) = 0.000009827461
pr(295) = 0.000008635064
pr(296) = 0.000011391834
pr(297) = 0.000009510867
pr(298) = 0.000009313107
pr(299) = 0.000009502252
pr(300) = 0.000009161722
pr(301) = 0.000010843400
pr(302) = 0.000009509534
pr(303) = 0.000009163645
pr(304) = 0.000009207422
pr(305) = 0.000009124439
pr(306) = 0.000009901620
pr(307) = 0.000009241381
pr(308) = 0.000008820061
pr(309) = 0.000011779679
pr(310) = 0.000010544745
pr(311) = 0.000010453763
pr(312) = 0.000011625285
pr(313) = 0.000010362763
pr(314) = 0.000010015234
pr(315) = 0.000010676587
pr(316) = 0.000011025528
pr(317) = 0.000008994777
pr(318) = 0.000008932521
pr(319) = 0.000009441387
pr(320) = 0.000008893051
pr(321) = 0.000009636794
pr(322) = 0.000009848408
pr(323) = 0.000009505762
pr(324) = 0.000010369437
pr(325) = 0.000011961496
pr(326) = 0.000009319754
pr(327) = 0.000009074687
pr(328) = 0.000010524652
pr(329) = 0.000010269481
pr(330) = 0.000010565268
pr(331) = 0.000010338078
pr(332) = 0.000008916523
pr(333) = 0.000009126046
pr(334) = 0.000008454992
pr(335) = 0.000009997681
pr(336) = 0.000010305165
pr(337) = 0.000009536774
pr(338) = 0.000009381959
pr(339) = 0.000009972116
pr(340) = 0.000009110129
pr(341) = 0.000009013757
pr(342) = 0.000008789651
pr(343) = 0.000010234657
pr(344) = 0.000008744723
pr(345) = 0.000010327132
pr(346) = 0.000008615014
pr(347) = 0.000010785071
pr(348) = 0.000009615268
pr(349) = 0.000009044673
pr(350) = 0.000010244954
pr(351) = 0.000010056384
pr(352) = 0.000010786360
pr(353) = 0.000009104960
pr(354) = 0.000008807712
pr(355) = 0.000009481342
pr(356) = 0.000010640254
pr(357) = 0.000008945112
pr(358) = 0.000009781498
pr(359) = 0.000009648807
pr(360) = 0.000009814526
pr(361) = 0.000009408449
pr(362) = 0.000009580474
pr(363) = 0.000008528719
pr(364) = 0.000010855145
pr(365) = 0.000009319876
pr(366) = 0.000010448213
pr(367) = 0.000009235164
pr(368) = 0.000007931146
pr(369) = 0.000010002821
pr(370) = 0.000010408175
pr(371) = 0.000009621272
pr(372) = 0.000008840359
pr(373) = 0.000010107807
pr(374) = 0.000009145276
pr(375) = 0.000010528624
pr(376) = 0.000010081987
pr(377) = 0.000012154023
pr(378) = 0.000008763449
pr(379) = 0.000009808781
pr(380) = 0.000009070472
pr(381) = 0.000009275181
pr(382) = 0.000008974412
pr(383) = 0.000009383326
pr(384) = 0.000010210166
pr(385) = 0.000011750334
pr(386) = 0.000009415983
pr(387) = 0.000009023516
pr(388) = 0.000008972647
pr(389) = 0.000008696930
pr(390) = 0.000009948776
pr(391) = 0.000009002848
pr(392) = 0.000010104654
pr(393) = 0.000008940047
pr(394) = 0.000010031261
pr(395) = 0.000010560210
pr(396) = 0.000010345359
pr(397) = 0.000010241555
pr(398) = 0.000012786876
pr(399) = 0.000009364599
pr(400) = 0.000009613748
pr(401) = 0.000011573780
pr(402) = 0.000009465768
pr(403) = 0.000010517545
pr(404) = 0.000010213745
pr(405) = 0.000009503229
pr(406) = 0.000008839005
pr(407) = 0.000008775851
pr(408) = 0.000011504331
pr(409) = 0.000008839036
pr(410) = 0.000010570477
pr(411) = 0.000011418479
pr(412) = 0.000011585154
pr(413) = 0.000010312295
pr(414) = 0.000010399147
pr(415) = 0.000010675466
pr(416) = 0.000009973291
pr(417) = 0.000010358478
pr(418) = 0.000010467334
pr(419) = 0.000010848545
pr(420) = 0.000009614488
pr(421) = 0.000010135498
pr(422) = 0.000009823512
pr(423) = 0.000009741223
pr(424) = 0.000010831506
pr(425) = 0.000009767540
pr(426) = 0.000010276683
pr(427) = 0.000009924785
pr(428) = 0.000008578964
pr(429) = 0.000010525240
pr(430) = 0.000009092296
pr(431) = 0.000010058617
pr(432) = 0.000008872168
pr(433) = 0.000011583425
pr(434) = 0.000008893288
pr(435) = 0.000010252822
pr(436) = 0.000010437794
pr(437) = 0.000009268894
pr(438) = 0.000009838328
pr(439) = 0.000009880785
pr(440) = 0.000010755466
pr(441) = 0.000011292400
pr(442) = 0.000011224312
pr(443) = 0.000009961773
pr(444) = 0.000008386074
pr(445) = 0.000009502659
pr(446) = 0.000008694175
pr(447) = 0.000007796847
pr(448) = 0.000010254471
pr(449) = 0.000010521243
pr(450) = 0.000010978797
pr(451) = 0.000009764442
pr(452) = 0.000010140128
pr(453) = 0.000009725458
pr(454) = 0.000009507551
pr(455) = 0.000008316003
pr(456) = 0.000009146751
pr(457) = 0.000008836040
pr(458) = 0.000012082001
pr(459) = 0.000011802029
pr(460) = 0.000010894062
pr(461) = 0.000010093251
pr(462) = 0.000008680977
pr(463) = 0.000009362335
pr(464) = 0.000009911915
pr(465) = 0.000009880329
pr(466) = 0.000011350000
pr(467) = 0.000011393677
pr(468) = 0.000010792226
pr(469) = 0.000008286058
pr(470) = 0.000011145766
pr(471) = 0.000010521443
pr(472) = 0.000008889740
pr(473) = 0.000010034111
pr(474) = 0.000010729839
pr(475) = 0.000010195377
pr(476) = 0.000010722324
pr(477) = 0.000010807197
pr(478) = 0.000010118964
pr(479) = 0.000008340822
pr(480) = 0.000010203870
pr(481) = 0.000011070431
pr(482) = 0.000011159285
pr(483) = 0.000009135726
pr(484) = 0.000010795021
pr(485) = 0.000011238671
pr(486) = 0.000009609214
pr(487) = 0.000009804308
pr(488) = 0.000009165133
pr(489) = 0.000010356098
pr(490) = 0.000010993125
pr(491) = 0.000009632032
pr(492) = 0.000011391495
pr(493) = 0.000008016092
pr(494) = 0.000010202817
pr(495) = 0.000009693904
pr(496) = 0.000010197540
pr(497) = 0.000010617521
pr(498) = 0.000008690924
pr(499) = 0.000009688416
pr(500) = 0.000010720876
pr(501) = 0.000010055749
pr(502) = 0.000009456466
pr(503) = 0.000010419060
pr(504) = 0.000011104484
pr(505) = 0.000008529010
pr(506) = 0.000007954347
pr(507) = 0.000010238923
pr(508) = 0.000010298532
pr(509) = 0.000008893909
pr(510) = 0.000009665951
pr(511) = 0.000012384050
pr(512) = 0.000010108766
pr(513) = 0.000010012894
pr(514) = 0.000009320444
pr(515) = 0.000010579107
pr(516) = 0.000009659349
pr(517) = 0.000011322362
pr(518) = 0.000010539926
pr(519) = 0.000010503687
pr(520) = 0.000011123260
pr(521) = 0.000009181234
pr(522) = 0.000008565515
pr(523) = 0.000009941061
pr(524) = 0.000010486846
pr(525) = 0.000011102626
pr(526) = 0.000010410437
pr(527) = 0.000011791296
pr(528) = 0.000009729923
pr(529) = 0.000010940078
pr(530) = 0.000009167854
pr(531) = 0.000011509533
pr(532) = 0.000010210737
pr(533) = 0.000010623376
pr(534) = 0.000010076979
pr(535) = 0.000009356210
pr(536) = 0.000009631029
pr(537) = 0.000009446020
pr(538) = 0.000009121297
pr(539) = 0.000008758748
pr(540) = 0.000008822971
pr(541) = 0.000010796191
pr(542) = 0.000010739961
pr(543) = 0.000008959507
pr(544) = 0.000008564053
pr(545) = 0.000010751826
pr(546) = 0.000010445683
pr(547) = 0.000010713542
pr(548) = 0.000009535066
pr(549) = 0.000008783524
pr(550) = 0.000009361244
pr(551) = 0.000009278686
pr(552) = 0.000010349211
pr(553) = 0.000009775003
pr(554) = 0.000009584118
pr(555) = 0.000010274794
pr(556) = 0.000010850347
pr(557) = 0.000010137673
pr(558) = 0.000011058729
pr(559) = 0.000010365092
pr(560) = 0.000010733353
pr(561) = 0.000008292246
pr(562) = 0.000009156764
pr(563) = 0.000009600032
pr(564) = 0.000010488211
pr(565) = 0.000010689165
pr(566) = 0.000010279084
pr(567) = 0.000011187848
pr(568) = 0.000008996544
pr(569) = 0.000009267627
pr(570) = 0.000010699606
pr(571) = 0.000009194517
pr(572) = 0.000010053157
pr(573) = 0.000010590055
pr(574) = 0.000009156730
pr(575) = 0.000009377457
pr(576) = 0.000009475759
pr(577) = 0.000011693967
pr(578) = 0.000010693599
pr(579) = 0.000009968234
pr(580) = 0.000009757131
pr(581) = 0.000010085863
pr(582) = 0.000010393828
pr(583) = 0.000010507310
pr(584) = 0.000010612430
pr(585) = 0.000011543299
pr(586) = 0.000009588470
pr(587) = 0.000008998998
pr(588) = 0.000009091827
pr(589) = 0.000012833151
pr(590) = 0.000009086129
pr(591) = 0.000010306372
pr(592) = 0.000008901160
pr(593) = 0.000009505887
pr(594) = 0.000009400998
pr(595) = 0.000011123630
pr(596) = 0.000010336027
pr(597) = 0.000009400510
pr(598) = 0.000011060211
pr(599) = 0.000010336472
pr(600) = 0.000012256148
pr(601) = 0.000010311109
pr(602) = 0.000009748718
pr(603) = 0.000008759590
pr(604) = 0.000009354173
pr(605) = 0.000009860105
pr(606) = 0.000009923557
pr(607) = 0.000012957001
pr(608) = 0.000010539412
pr(609) = 0.000010663559
pr(610) = 0.000009246851
pr(611) = 0.000010487051
pr(612) = 0.000009348368
pr(613) = 0.000008792946
pr(614) = 0.000007995809
pr(615) = 0.000010769298
pr(616) = 0.000010906023
pr(617) = 0.000011658915
pr(618) = 0.000013524923
pr(619) = 0.000009217923
pr(620) = 0.000011625269
pr(621) = 0.000010018671
pr(622) = 0.000008357725
pr(623) = 0.000009730882
pr(624) = 0.000011291687
pr(625) = 0.000008686139
pr(626) = 0.000009192484
pr(627) = 0.000009788745
pr(628) = 0.000008443225
pr(629) = 0.000010310382
pr(630) = 0.000010799290
pr(631) = 0.000011526985
pr(632) = 0.000010262617
pr(633) = 0.000012402638
pr(634) = 0.000009195074
pr(635) = 0.000010946000
pr(636) = 0.000009441834
pr(637) = 0.000009378251
pr(638) = 0.000010326379
pr(639) = 0.000009852189
pr(640) = 0.000008803182
pr(641) = 0.000010175913
pr(642) = 0.000009961318
pr(643) = 0.000010693563
pr(644) = 0.000013952760
pr(645) = 0.000009707994
pr(646) = 0.000011332669
pr(647) = 0.000010346996
pr(648) = 0.000010141439
pr(649) = 0.000009065130
pr(650) = 0.000011853755
pr(651) = 0.000010289752
pr(652) = 0.000009529825
pr(653) = 0.000011579111
pr(654) = 0.000010416679
pr(655) = 0.000010731475
pr(656) = 0.000009637777
pr(657) = 0.000008470117
pr(658) = 0.000009603759
pr(659) = 0.000010526091
pr(660) = 0.000009281374
pr(661) = 0.000009326137
pr(662) = 0.000009132644
pr(663) = 0.000008972331
pr(664) = 0.000012190966
pr(665) = 0.000010783042
pr(666) = 0.000010106841
pr(667) = 0.000010295573
pr(668) = 0.000009947990
pr(669) = 0.000010975031
pr(670) = 0.000010410114
pr(671) = 0.000008280458
pr(672) = 0.000010644597
pr(673) = 0.000008701825
pr(674) = 0.000010667644
pr(675) = 0.000012359087
pr(676) = 0.000009657334
pr(677) = 0.000009494569
pr(678) = 0.000010104674
pr(679) = 0.000009444106
pr(680) = 0.000009358705
pr(681) = 0.000010171046
pr(682) = 0.000010508900
pr(683) = 0.000009391774
pr(684) = 0.000009635687
pr(685) = 0.000009930218
pr(686) = 0.000009314630
pr(687) = 0.000011292094
pr(688) = 0.000010161360
pr(689) = 0.000012227873
pr(690) = 0.000010274301
pr(691) = 0.000011404694
pr(692) = 0.000010596937
pr(693) = 0.000009725761
pr(694) = 0.000010022792
pr(695) = 0.000010341980
pr(696) = 0.000010823647
pr(697) = 0.000008730163
pr(698) = 0.000009182130
pr(699) = 0.000009390927
pr(700) = 0.000010193726
pr(701) = 0.000008320626
pr(702) = 0.000011346907
pr(703) = 0.000009815571
pr(704) = 0.000010268954
pr(705) = 0.000008429148
pr(706) = 0.000009015354
pr(707) = 0.000010870254
pr(708) = 0.000009136991
pr(709) = 0.000011646349
pr(710) = 0.000009037471
pr(711) = 0.000008509328
pr(712) = 0.000012051854
pr(713) = 0.000010275842
pr(714) = 0.000010923617
pr(715) = 0.000008213103
pr(716) = 0.000009279759
pr(717) = 0.000010236373
pr(718) = 0.000008642430
pr(719) = 0.000009489128
pr(720) = 0.000008791433
pr(721) = 0.000010518316
pr(722) = 0.000010336568
pr(723) = 0.000009779963
pr(724) = 0.000008737319
pr(725) = 0.000009589215
pr(726) = 0.000008687769
pr(727) = 0.000010575064
pr(728) = 0.000010104333
pr(729) = 0.000008264093
pr(730) = 0.000010424695
pr(731) = 0.000011516561
pr(732) = 0.000009513417
pr(733) = 0.000009261894
pr(734) = 0.000010816454
pr(735) = 0.000009855515
pr(736) = 0.000009878512
pr(737) = 0.000009240506
pr(738) = 0.000010257780
pr(739) = 0.000008989760
pr(740) = 0.000009605734
pr(741) = 0.000009852781
pr(742) = 0.000009232951
pr(743) = 0.000008382393
pr(744) = 0.000008846563
pr(745) = 0.000009096278
pr(746) = 0.000009230637
pr(747) = 0.000010618312
pr(748) = 0.000009148397
pr(749) = 0.000011596240
pr(750) = 0.000012377610
pr(751) = 0.000009124226
pr(752) = 0.000009420579
pr(753) = 0.000009454413
pr(754) = 0.000009187844
pr(755) = 0.000011522535
pr(756) = 0.000009210526
pr(757) = 0.000010853487
pr(758) = 0.000010982603
pr(759) = 0.000009161612
pr(760) = 0.000009565779
pr(761) = 0.000010048467
pr(762) = 0.000010001548
pr(763) = 0.000009547519
pr(764) = 0.000010574370
pr(765) = 0.000010033218
pr(766) = 0.000009747713
pr(767) = 0.000008884174
pr(768) = 0.000011796741
pr(769) = 0.000009637259
pr(770) = 0.000008682558
pr(771) = 0.000009495466
pr(772) = 0.000009777402
pr(773) = 0.000010506058
pr(774) = 0.000010313807
pr(775) = 0.000009927975
pr(776) = 0.000009018552
pr(777) = 0.000010098866
pr(778) = 0.000008859782
pr(779) = 0.000010999650
pr(780) = 0.000009879194
pr(781) = 0.000011861688
pr(782) = 0.000009677808
pr(783) = 0.000009500105
pr(784) = 0.000010365793
pr(785) = 0.000009057702
pr(786) = 0.000009472534
pr(787) = 0.000009184605
pr(788) = 0.000009607748
pr(789) = 0.000009260713
pr(790) = 0.000008848192
pr(791) = 0.000008500416
pr(792) = 0.000010800491
pr(793) = 0.000009688201
pr(794) = 0.000008684129
pr(795) = 0.000009026015
pr(796) = 0.000009450642
pr(797) = 0.000009921371
pr(798) = 0.000009584229
pr(799) = 0.000011102231
pr(800) = 0.000009026350
pr(801) = 0.000009883502
pr(802) = 0.000010073001
pr(803) = 0.000010508405
pr(804) = 0.000010546840
pr(805) = 0.000009748064
pr(806) = 0.000013535611
pr(807) = 0.000009726637
pr(808) = 0.000011580107
pr(809) = 0.000012906157
pr(810) = 0.000009770117
pr(811) = 0.000009208538
pr(812) = 0.000011453110
pr(813) = 0.000010447323
pr(814) = 0.000010103321
pr(815) = 0.000009323430
pr(816) = 0.000011072942
pr(817) = 0.000010275539
pr(818) = 0.000012726706
pr(819) = 0.000009793203
pr(820) = 0.000010203378
pr(821) = 0.000010479323
pr(822) = 0.000008825109
pr(823) = 0.000009602390
pr(824) = 0.000008669773
pr(825) = 0.000009436601
pr(826) = 0.000009504646
pr(827) = 0.000011335626
pr(828) = 0.000011387953
pr(829) = 0.000009873446
pr(830) = 0.000012598875
pr(831) = 0.000011130747
pr(832) = 0.000008963136
pr(833) = 0.000010762342
pr(834) = 0.000010062172
pr(835) = 0.000011174963
pr(836) = 0.000009310752
pr(837) = 0.000011083030
pr(838) = 0.000010132548
pr(839) = 0.000011130785
pr(840) = 0.000010535455
pr(841) = 0.000010653083
pr(842) = 0.000008458359
pr(843) = 0.000010758013
pr(844) = 0.000009554963
pr(845) = 0.000011058756
pr(846) = 0.000009546392
pr(847) = 0.000010029200
pr(848) = 0.000009444895
pr(849) = 0.000011768460
pr(850) = 0.000011460796
pr(851) = 0.000009671963
pr(852) = 0.000009998692
pr(853) = 0.000010842910
pr(854) = 0.000010025620
pr(855) = 0.000009212337
pr(856) = 0.000007839478
pr(857) = 0.000008558504
pr(858) = 0.000011747107
pr(859) = 0.000009396982
pr(860) = 0.000010447275
pr(861) = 0.000008758599
pr(862) = 0.000011482692
pr(863) = 0.000010219247
pr(864) = 0.000008949524
pr(865) = 0.000011281023
pr(866) = 0.000009255879
pr(867) = 0.000009198913
pr(868) = 0.000010158382
pr(869) = 0.000009130384
pr(870) = 0.000008534557
pr(871) = 0.000009598817
pr(872) = 0.000012895305
pr(873) = 0.000010200649
pr(874) = 0.000009976213
pr(875) = 0.000009059682
pr(876) = 0.000009770303
pr(877) = 0.000010847307
pr(878) = 0.000010476879
pr(879) = 0.000010728373
pr(880) = 0.000009620704
pr(881) = 0.000009621506
pr(882) = 0.000010201743
pr(883) = 0.000010063623
pr(884) = 0.000008789511
pr(885) = 0.000009756617
pr(886) = 0.000012181615
pr(887) = 0.000010542184
pr(888) = 0.000010071177
pr(889) = 0.000011230104
pr(890) = 0.000010829371
pr(891) = 0.000009650737
pr(892) = 0.000009140626
pr(893) = 0.000009567401
pr(894) = 0.000009883496
pr(895) = 0.000008906845
pr(896) = 0.000011348957
pr(897) = 0.000009454823
pr(898) = 0.000009418608
pr(899) = 0.000008738070
pr(900) = 0.000009080251
pr(901) = 0.000008127895
pr(902) = 0.000010123349
pr(903) = 0.000010542025
pr(904) = 0.000009896489
pr(905) = 0.000009621962
pr(906) = 0.000012011945
pr(907) = 0.000008944905
pr(908) = 0.000008883357
pr(909) = 0.000011550906
pr(910) = 0.000009333852
pr(911) = 0.000009400025
pr(912) = 0.000012116028
pr(913) = 0.000012213731
pr(914) = 0.000009533397
pr(915) = 0.000011492424
pr(916) = 0.000011725938
pr(917) = 0.000012740048
pr(918) = 0.000010749005
pr(919) = 0.000009735327
pr(920) = 0.000009414132
pr(921) = 0.000010446674
pr(922) = 0.000009155050
pr(923) = 0.000009763387
pr(924) = 0.000010631493
pr(925) = 0.000009619362
pr(926) = 0.000009301257
pr(927) = 0.000008991196
pr(928) = 0.000009589191
pr(929) = 0.000010930346
pr(930) = 0.000010670022
pr(931) = 0.000010607185
pr(932) = 0.000009453932
pr(933) = 0.000009670007
pr(934) = 0.000011217902
pr(935) = 0.000009689710
pr(936) = 0.000011179569
pr(937) = 0.000012208772
pr(938) = 0.000010473986
pr(939) = 0.000010296619
pr(940) = 0.000010158077
pr(941) = 0.000008736162
pr(942) = 0.000011228483
pr(943) = 0.000011046229
pr(944) = 0.000008447593
pr(945) = 0.000010242180
pr(946) = 0.000010335647
pr(947) = 0.000010230485
pr(948) = 0.000010702092
pr(949) = 0.000010208682
pr(950) = 0.000010916737
pr(951) = 0.000010652805
pr(952) = 0.000011810689
pr(953) = 0.000009875833
pr(954) = 0.000008406405
pr(955) = 0.000009988596
pr(956) = 0.000011845979
pr(957) = 0.000010531754
pr(958) = 0.000009010476
pr(959) = 0.000010154541
pr(960) = 0.000010192287
pr(961) = 0.000009348455
pr(962) = 0.000010327539
pr(963) = 0.000008443090
pr(964) = 0.000010141332
pr(965) = 0.000009491807
pr(966) = 0.000009950727
pr(967) = 0.000009405287
pr(968) = 0.000009886428
pr(969) = 0.000012088753
pr(970) = 0.000009680715
pr(971) = 0.000009330237
pr(972) = 0.000010387315
pr(973) = 0.000010178261
pr(974) = 0.000011004878
pr(975) = 0.000009594604
pr(976) = 0.000011163404
pr(977) = 0.000009120551
pr(978) = 0.000011707546
pr(979) = 0.000011448581
pr(980) = 0.000010741000
pr(981) = 0.000011848172
pr(982) = 0.000010335152
pr(983) = 0.000008905181
pr(984) = 0.000011534988
pr(985) = 0.000010070298
pr(986) = 0.000008282436
pr(987) = 0.000009522603
pr(988) = 0.000008491563
pr(989) = 0.000010715177
pr(990) = 0.000009452023
pr(991) = 0.000010119544
pr(992) = 0.000011917081
pr(993) = 0.000010459609
